SpellID,name,castingtime,CastOnYou,CastOnOther,Expired,classes,desc1,desc2,manacost,recasttime,resist
29345,Matip's Recourse III,0,The spirit of Matip protects you., is guarded by the spirit of Matip.,The spirit of Matip fades.,SHM/92,"Mitigate Melee Damage by 50%, 10401 total",,0,0,Unresistable
29346,Hilnaah's Faithful,6,You summon a snarling spirit.,,,SHM/92,Summon Pet: PCPetShmS19L092WolfGhoRk1,,780,1.5,Unresistable
29347,Hilnaah's Faithful Rk. II,6,You summon a snarling spirit.,,,SHM/92,Summon Pet: PCPetShmS19L092WolfGhoRk2,,780,1.5,Unresistable
29348,Hilnaah's Faithful Rk. III,6,You summon a snarling spirit.,,,SHM/92,Summon Pet: PCPetShmS19L092WolfGhoRk3,,780,1.5,Unresistable
29349,Ancestral Arrangement,2.5,Ancestral spirits tear through your body., winces.,,SHM/93,Decrease Hitpoints by 2366.  Max: None. Calculates to current max level.,Increase Mana by 1468 ,0,18,Unresistable
29350,Ancestral Arrangement Rk. II,2.5,Ancestral spirits tear through your body., winces.,,SHM/93,Decrease Hitpoints by 2484.  Max: None. Calculates to current max level.,Increase Mana by 1541 ,0,18,Unresistable
29351,Ancestral Arrangement Rk. III,2.5,Ancestral spirits tear through your body., winces.,,SHM/93,Decrease Hitpoints by 2608.  Max: None. Calculates to current max level.,Increase Mana by 1618 ,0,18,Unresistable
29352,Progenitor's Intervention,1,You experience a progenitor's intervention., experiences a progenitor's intervention.,,SHM/93,Increase Hitpoints by 2624.,Increase Hitpoints by 5254.,1853,180,Unresistable
29353,Progenitor's Intervention Rk. II,1,You experience a progenitor's intervention., experiences a progenitor's intervention.,,SHM/93,Increase Hitpoints by 2755.,Increase Hitpoints by 5517.,1927,180,Unresistable
29354,Progenitor's Intervention Rk. III,1,You experience a progenitor's intervention., experiences a progenitor's intervention.,,SHM/93,Increase Hitpoints by 2893.,Increase Hitpoints by 5793.,2004,180,Unresistable
29355,Bite of the Grendlaen,0.5,The grendlaen's bite sends poison coursing through your veins., is afflicted by the grendlaen's bite.,,SHM/93,Decrease Hitpoints by 7842.,,1832,12,Poison
29356,Bite of the Grendlaen Rk. II,0.5,The grendlaen's bite sends poison coursing through your veins., is afflicted by the grendlaen's bite.,,SHM/93,Decrease Hitpoints by 8234.,,1905,12,Poison
29357,Bite of the Grendlaen Rk. III,0.5,The grendlaen's bite sends poison coursing through your veins., is afflicted by the grendlaen's bite.,,SHM/93,Decrease Hitpoints by 8646.,,1981,12,Poison
29358,Halcyon Breath,6,Your body becomes completely serene.,'s body becomes completely serene.,The serenity fades.,SHM/93,Increase Hitpoints v2 by 3116 per tick,,1211,1.5,Unresistable
29359,Halcyon Breath Rk. II,6,Your body becomes completely serene.,'s body becomes completely serene.,The serenity fades.,SHM/93,Increase Hitpoints v2 by 3272 per tick,,1259,1.5,Unresistable
29360,Halcyon Breath Rk. III,6,Your body becomes completely serene.,'s body becomes completely serene.,The serenity fades.,SHM/93,Increase Hitpoints v2 by 3436 per tick,,1309,1.5,Unresistable
29361,Poanag's Pandemic,3,Your body is riddled with disease.,'s body is riddled with disease.,The debilitation fades.,SHM/93,Increase Disease Counter by 21 ,Decrease Hitpoints by 2026 per tick. Max: 2026 per tick,2879,1.5,Disease
29362,Poanag's Pandemic Rk. II,3,Your body is riddled with disease.,'s body is riddled with disease.,The debilitation fades.,SHM/93,Increase Disease Counter by 21 ,Decrease Hitpoints by 2127 per tick. Max: 2127 per tick,2993,1.5,Disease
29363,Poanag's Pandemic Rk. III,3,Your body is riddled with disease.,'s body is riddled with disease.,The debilitation fades.,SHM/93,Increase Disease Counter by 21 ,Decrease Hitpoints by 2233 per tick. Max: 2233 per tick,3111,1.5,Disease
29364,Renewing Counterbias,3,,,,SHM/93,Add Effect: Renewing Counterbias Slow,Add Effect: Renewing Counterbias Effect,1784,6,Unresistable
29365,Renewing Counterbias Rk. II,3,,,,SHM/93,Add Effect: Renewing Counterbias Slow II,Add Effect: Renewing Counterbias Effect II,1855,6,Unresistable
29366,Renewing Counterbias Rk. III,3,,,,SHM/93,Add Effect: Renewing Counterbias Slow III,Add Effect: Renewing Counterbias Effect III,1929,6,Unresistable
29367,Renewing Counterbias Slow,0,You are slowed by a healer's magical bias., is slowed by a healer's magical bias.,,SHM/93,,Decrease Attack Speed by 75% ,10,0,Magic
29368,Renewing Counterbias Slow II,0,You are slowed by a healer's magical bias., is slowed by a healer's magical bias.,,SHM/93,,Decrease Attack Speed by 75% ,10,0,Magic
29369,Renewing Counterbias Slow III,0,You are slowed by a healer's magical bias., is slowed by a healer's magical bias.,,SHM/93,,Decrease Attack Speed by 75% ,10,0,Magic
29370,Renewing Counterbias Effect,0,You are healed by a counterbias spell., is healed by a counterbias spell.,,SHM/93,,Increase Hitpoints v2 by 3035 per tick,10,0,Unresistable
29371,Renewing Counterbias Effect II,0,You are healed by a counterbias spell., is healed by a counterbias spell.,,SHM/93,,Increase Hitpoints v2 by 3187 per tick,10,0,Unresistable
29372,Renewing Counterbias Effect III,0,You are healed by a counterbias spell., is healed by a counterbias spell.,,SHM/93,,Increase Hitpoints v2 by 3346 per tick,10,0,Unresistable
29373,Gotikan's Mending,3.75,Your wounds heal.,'s wounds heal.,,SHM/93,Increase Hitpoints by 8164.,,1460,1.5,Unresistable
29374,Gotikan's Mending Rk. II,3.75,Your wounds heal.,'s wounds heal.,,SHM/93,Increase Hitpoints by 8573.,,1518,1.5,Unresistable
29375,Gotikan's Mending Rk. III,3.75,Your wounds heal.,'s wounds heal.,,SHM/93,Increase Hitpoints by 9001.,,1579,1.5,Unresistable
29376,Yubai's Rain of Venom,4.5,Venom rains down around you., is caught in a rain of venom.,,SHM/94,Decrease Hitpoints by 5107.,,1167,12,Poison
29377,Yubai's Rain of Venom Rk. II,4.5,Venom rains down around you., is caught in a rain of venom.,,SHM/94,Decrease Hitpoints by 5362.,,1214,12,Poison
29378,Yubai's Rain of Venom Rk. III,4.5,Venom rains down around you., is caught in a rain of venom.,,SHM/94,Decrease Hitpoints by 5630.,,1263,12,Poison
29379,Hoodoo,3,Malevolent hoodoo is sent to curse your spirit., is cursed by malevolent hoodoo.,You are freed from the hoodoo.,SHM/94,Increase Curse Counter by 30 ,Decrease Hitpoints by 4699 per tick. Max: 4699 per tick,4052,6,Magic
29380,Hoodoo Rk. II,3,Malevolent hoodoo is sent to curse your spirit., is cursed by malevolent hoodoo.,You are freed from the hoodoo.,SHM/94,Increase Curse Counter by 30 ,Decrease Hitpoints by 4934 per tick. Max: 4934 per tick,4215,6,Magic
29381,Hoodoo Rk. III,3,Malevolent hoodoo is sent to curse your spirit., is cursed by malevolent hoodoo.,You are freed from the hoodoo.,SHM/94,Increase Curse Counter by 30 ,Decrease Hitpoints by 5181 per tick. Max: 5181 per tick,4385,6,Magic
29382,Ice Mass,3,You are struck by a mass of ice., is struck by a mass of ice.,,SHM/94,Decrease Hitpoints by 4516. Max: 4712,,973,4,Cold
29383,Ice Mass Rk. II,3,You are struck by a mass of ice., is struck by a mass of ice.,,SHM/94,Decrease Hitpoints by 4742. Max: 4948,,1012,4,Cold
29384,Ice Mass Rk. III,3,You are struck by a mass of ice., is struck by a mass of ice.,,SHM/94,Decrease Hitpoints by 4979. Max: 5195,,1052,4,Cold
29385,Nectar of Sholoth,3,Your veins are filled with vile venom.,'s veins turn a vile shade of green.,Your veins return to normal.,SHM/94,Increase Poison Counter by 18 ,Decrease Hitpoints by 2688 per tick. Max: 2688 per tick,6372,1.5,Poison
29386,Nectar of Sholoth Rk. II,3,Your veins are filled with vile venom.,'s veins turn a vile shade of green.,Your veins return to normal.,SHM/94,Increase Poison Counter by 18 ,Decrease Hitpoints by 2822 per tick. Max: 2822 per tick,6625,1.5,Poison
29387,Nectar of Sholoth Rk. III,3,Your veins are filled with vile venom.,'s veins turn a vile shade of green.,Your veins return to normal.,SHM/94,Increase Poison Counter by 18 ,Decrease Hitpoints by 2963 per tick. Max: 2963 per tick,6887,1.5,Poison
29388,Vengeance of Sholoth,0,Your veins are filled with a fast-acting venom.,'s veins turn a viler shade of green.,Your veins return to normal.,SHM/94,Decrease Hitpoints by 4636 per tick. Max: 4636 per tick,,10,4.5,Poison
29389,Vengeance of Sholoth II,0,Your veins are filled with a fast-acting venom.,'s veins turn a viler shade of green.,Your veins return to normal.,SHM/94,Decrease Hitpoints by 4868 per tick. Max: 4868 per tick,,10,4.5,Poison
29390,Vengeance of Sholoth III,0,Your veins are filled with a fast-acting venom.,'s veins turn a viler shade of green.,Your veins return to normal.,SHM/94,Decrease Hitpoints by 5111 per tick. Max: 5111 per tick,,10,4.5,Poison
29391,Stranglefang's Venom,1.5,Your veins fill with a fast-acting poison., succumbs to a fast-acting poison.,The poison leaves your blood.,SHM/94,Increase Poison Counter by 30 ,Decrease Hitpoints by 4117 per tick. Max: 4117 per tick,733,1.5,Poison
29392,Stranglefang's Venom Rk. II,1.5,Your veins fill with a fast-acting poison., succumbs to a fast-acting poison.,The poison leaves your blood.,SHM/94,Increase Poison Counter by 30 ,Decrease Hitpoints by 4323 per tick. Max: 4323 per tick,762,1.5,Poison
29393,Stranglefang's Venom Rk. III,1.5,Your veins fill with a fast-acting poison., succumbs to a fast-acting poison.,The poison leaves your blood.,SHM/94,Increase Poison Counter by 30 ,Decrease Hitpoints by 4539 per tick. Max: 4539 per tick,792,1.5,Poison
29394,Blood of Klar,4,Your blood purifies.,'s blood has been purified.,,SHM/95,Decrease Poison Counter by 18 ,Decrease Poison Counter by 18 ,360,3,Unresistable
29395,Blood of Klar Rk. II,4,Your blood purifies.,'s blood has been purified.,,SHM/95,Decrease Poison Counter by 19 ,Decrease Poison Counter by 19 ,360,3,Unresistable
29396,Blood of Klar Rk. III,4,Your blood purifies.,'s blood has been purified.,,SHM/95,Decrease Poison Counter by 20 ,Decrease Poison Counter by 20 ,360,3,Unresistable
29397,Freezing Gift,1,You are covered in a blanket of frost., is covered in a blanket of frost.,,SHM/95,Decrease Hitpoints by 5628.,,2236,12,Cold
29398,Freezing Gift Rk. II,1,You are covered in a blanket of frost., is covered in a blanket of frost.,,SHM/95,Decrease Hitpoints by 5909.,,2325,12,Cold
29399,Freezing Gift Rk. III,1,You are covered in a blanket of frost., is covered in a blanket of frost.,,SHM/95,Decrease Hitpoints by 6204.,,2418,12,Cold
29400,Pack of Hilnaah,2,You whistle., whistles.,,SHM/95,Trigger on Cast: Call the Pack,Limit: Spell Type (Detrimental only),1,1.5,Unresistable
29401,Pack of Hilnaah Rk. II,2,You whistle., whistles.,,SHM/95,Trigger on Cast: Call the Pack II,Limit: Spell Type (Detrimental only),1,1.5,Unresistable
29402,Pack of Hilnaah Rk. III,2,You whistle., whistles.,,SHM/95,Trigger on Cast: Call the Pack III,Limit: Spell Type (Detrimental only),1,1.5,Unresistable
29403,Call the Pack,0,A pack of wild wolves descends upon you., is beset by a pack of wild wolves.,,SHM/95,Summon Pets: PCPetShmS18L087WolfGhoRk1 x 3 for 10 sec,,310,0,Unresistable
29404,Call the Pack II,0,A pack of wild wolves descends upon you., is beset by a pack of wild wolves.,,SHM/95,Summon Pets: PCPetShmS18L087WolfGhoRk2 x 3 for 10 sec,,310,0,Unresistable
29405,Call the Pack III,0,A pack of wild wolves descends upon you., is beset by a pack of wild wolves.,,SHM/95,Summon Pets: PCPetShmS18L087WolfGhoRk3 x 3 for 10 sec,,310,0,Unresistable
29406,Phantom of Renewal,4,You are surrounded by a phantom of renewal., is surrounded by a phantom of renewal.,The phantom of renewal fades away.,SHM/95,Increase Hitpoints v2 by 2833 per tick,,2660,18,Unresistable
29407,Phantom of Renewal Rk. II,4,You are surrounded by a phantom of renewal., is surrounded by a phantom of renewal.,The phantom of renewal fades away.,SHM/95,Increase Hitpoints v2 by 2975 per tick,,2766,18,Unresistable
29408,Phantom of Renewal Rk. III,4,You are surrounded by a phantom of renewal., is surrounded by a phantom of renewal.,The phantom of renewal fades away.,SHM/95,Increase Hitpoints v2 by 3124 per tick,,2877,18,Unresistable
29409,Reckless Remedy,3,You are healed by another's sacrifice., is healed by another's sacrifice.,,SHM/95,Increase Hitpoints by 10064.,,2326,12,Unresistable
29410,Reckless Remedy Rk. II,3,You are healed by another's sacrifice., is healed by another's sacrifice.,,SHM/95,Increase Hitpoints by 10567.,,2419,12,Unresistable
29411,Reckless Remedy Rk. III,3,You are healed by another's sacrifice., is healed by another's sacrifice.,,SHM/95,Increase Hitpoints by 11095.,,2516,12,Unresistable
29415,Naeya Blood,3,Naeya blood pulses through you.,'s veins pulse with naeya blood.,The poison leaves your blood.,SHM/95,Increase Poison Counter by 18 ,Decrease Hitpoints by 4117 per tick. Max: 4117 per tick,3493,1.5,Poison
29416,Naeya Blood Rk. II,3,Naeya blood pulses through you.,'s veins pulse with naeya blood.,The poison leaves your blood.,SHM/95,Increase Poison Counter by 18 ,Decrease Hitpoints by 4323 per tick. Max: 4323 per tick,3671,1.5,Poison
29417,Naeya Blood Rk. III,3,Naeya blood pulses through you.,'s veins pulse with naeya blood.,The poison leaves your blood.,SHM/95,Increase Poison Counter by 18 ,Decrease Hitpoints by 4539 per tick. Max: 4539 per tick,3832,1.5,Poison
29418,Issuance of Malos,3,You place an idol of Malos.,,,SHM/95,Persistent Effect: Issuance of Malos Effect [29421],,768,1.5,Unresistable
29419,Issuance of Malos Rk. II,3,You place an idol of Malos.,,,SHM/95,Persistent Effect: Issuance of Malos Effect II [29422],,803,1.5,Unresistable
29420,Issuance of Malos Rk. III,3,You place an idol of Malos.,,,SHM/95,Persistent Effect: Issuance of Malos Effect III [29423],,839,1.5,Unresistable
29424,Talisman of Kolos' Unity,15,,,,SHM/95,Add Effect: Mammoth's Force,Add Effect: Preeminent Foresight,7473,1.5,Unresistable
29425,Talisman of Kolos' Unity Rk. II,15,,,,SHM/95,Add Effect: Mammoth's Force Rk. II,Add Effect: Preeminent Foresight Rk. II,7772,1.5,Unresistable
29426,Talisman of Kolos' Unity Rk. III,15,,,,SHM/95,Add Effect: Mammoth's Force Rk. III,Add Effect: Preeminent Foresight Rk. III,8083,1.5,Unresistable
29427,Ward of Reconstruction,0.5,A spiritual ward protects your body., is protected by a spiritual ward.,,SHM/95,"Mitigate Melee Damage by 10%, 6318 total",Trigger Effect: Reconstruction Effect on Fade,1169,15,Unresistable
29428,Ward of Reconstruction Rk. II,0.5,A spiritual ward protects your body., is protected by a spiritual ward.,,SHM/95,"Mitigate Melee Damage by 10%, 6634 total",Trigger Effect: Reconstruction Effect II on Fade,1216,15,Unresistable
29429,Ward of Reconstruction Rk. III,0.5,A spiritual ward protects your body., is protected by a spiritual ward.,,SHM/95,"Mitigate Melee Damage by 10%, 6966 total",Trigger Effect: Reconstruction Effect III on Fade,1265,15,Unresistable
29445,Shield of Bronze,9,Your body is surrounded by bronze light., is surrounded by bronze light.,The bronze shield fades.,NEC/91 WIZ/91 MAG/91 ENC/91,Increase Max Hitpoints by 1595 ,Increase AC by 153 ,1005,1.5,Unresistable
29446,Shield of Bronze Rk. II,9,Your body is surrounded by bronze light., is surrounded by bronze light.,The bronze shield fades.,NEC/91 WIZ/91 MAG/91 ENC/91,Increase Max Hitpoints by 1675 ,Increase AC by 161 ,1045,1.5,Unresistable
29447,Shield of Bronze Rk. III,9,Your body is surrounded by bronze light., is surrounded by bronze light.,The bronze shield fades.,NEC/91 WIZ/91 MAG/91 ENC/91,Increase Max Hitpoints by 1759 ,Increase AC by 169 ,1087,1.5,Unresistable
29448,Decaying Venin,3,Your veins explode.,'s veins explode.,,NEC/91,Decrease Hitpoints by 5615.,5% Chance to Cast on Killshot: Coagulated Essence,1163,5.25,Poison
29449,Decaying Venin Rk. II,3,Your veins explode.,'s veins explode.,,NEC/91,Decrease Hitpoints by 5896.,5% Chance to Cast on Killshot: Coagulated Essence Rk. II,1210,5.25,Poison
29450,Decaying Venin Rk. III,3,Your veins explode.,'s veins explode.,,NEC/91,Decrease Hitpoints by 6191.,5% Chance to Cast on Killshot: Coagulated Essence Rk. III,1258,5.25,Poison
29451,Bleed Essence,3.2,A sinister force tugs at your soul., staggers as a sinister force tugs at their soul.,,NEC/91,Decrease Hitpoints by 3709.,,1177,1.5,Magic
29452,Bleed Essence Rk. II,3.2,A sinister force tugs at your soul., staggers as a sinister force tugs at their soul.,,NEC/91,Decrease Hitpoints by 3894.,,1224,1.5,Magic
29453,Bleed Essence Rk. III,3.2,A sinister force tugs at your soul., staggers as a sinister force tugs at their soul.,,NEC/91,Decrease Hitpoints by 4089.,,1273,1.5,Magic
